age,job,education,default,balance,housing,loan,duration,campaign,pdays,previous,y
61.0,management,tertiary,no,,no,no,670.0,3.0,999.0,0.0,1
36.0,entrepreneur,primary,no,177.0,yes,no,63.0,5.0,999.0,0.0,0
28.0,management,tertiary,no,3694.0,no,yes,70.0,2.0,999.0,0.0,0
58.0,retired,secondary,no,1640.0,no,yes,72.0,6.0,274.0,4.0,0
60.0,admin.,secondary,no,174.0,yes,no,241.0,1.0,364.0,1.0,0
66.0,admin.,secondary,no,10177.0,no,no,272.0,4.0,999.0,0.0,0
36.0,management,tertiary,no,490.0,no,no,207.0,8.0,98.0,1.0,1
49.0,self-employed,secondary,no,2576.0,yes,no,64.0,6.0,999.0,0.0,0
40.0,services,secondary,no,0.0,no,no,543.0,2.0,999.0,0.0,0
23.0,technician,secondary,no,598.0,no,no,166.0,1.0,999.0,0.0,0
29.0,management,tertiary,no,15459.0,no,no,245.0,3.0,97.0,7.0,0
44.0,blue-collar,primary,no,271.0,yes,yes,94.0,1.0,999.0,0.0,0
54.0,,unknown,no,2508.0,no,no,34.0,8.0,999.0,0.0,0
47.0,blue-collar,primary,no,320.0,no,no,203.0,2.0,999.0,0.0,0
33.0,admin.,tertiary,no,640.0,no,no,318.0,1.0,999.0,0.0,0
30.0,self-employed,secondary,no,1772.0,yes,no,158.0,4.0,999.0,0.0,0
27.0,admin.,secondary,no,15.0,no,yes,177.0,1.0,999.0,0.0,0
49.0,management,tertiary,no,2370.0,yes,yes,56.0,1.0,103.0,2.0,0
27.0,services,secondary,no,201.0,yes,no,172.0,2.0,999.0,0.0,0
51.0,blue-collar,secondary,no,160.0,yes,no,136.0,1.0,359.0,1.0,0
32.0,admin.,secondary,yes,5.0,yes,yes,82.0,3.0,363.0,2.0,0
30.0,blue-collar,secondary,no,75.0,yes,no,123.0,1.0,999.0,0.0,0
33.0,admin.,secondary,no,4902.0,yes,no,110.0,1.0,,0.0,0
27.0,blue-collar,primary,no,-79.0,yes,no,385.0,5.0,999.0,0.0,0
75.0,retired,secondary,no,1341.0,no,no,415.0,7.0,999.0,0.0,1
37.0,services,secondary,no,490.0,yes,no,73.0,1.0,999.0,0.0,0
36.0,technician,secondary,no,1521.0,yes,no,243.0,2.0,999.0,0.0,0
37.0,blue-collar,secondary,no,131.0,yes,no,137.0,2.0,999.0,0.0,0
35.0,management,tertiary,no,8.0,yes,no,55.0,4.0,999.0,0.0,0
32.0,services,secondary,no,-632.0,yes,yes,18.0,5.0,999.0,0.0,0
32.0,admin.,secondary,no,116.0,no,yes,255.0,2.0,999.0,0.0,0
35.0,admin.,primary,no,,yes,no,95.0,1.0,999.0,0.0,0
31.0,blue-collar,primary,no,2.0,yes,yes,112.0,1.0,999.0,0.0,0
28.0,blue-collar,secondary,no,4229.0,yes,yes,205.0,2.0,999.0,0.0,0
27.0,services,secondary,no,54.0,yes,no,97.0,1.0,370.0,1.0,0
22.0,student,unknown,no,549.0,no,no,154.0,1.0,999.0,0.0,0
35.0,blue-collar,primary,no,298.0,yes,no,135.0,2.0,370.0,2.0,0
69.0,retired,primary,no,579.0,no,no,230.0,1.0,999.0,0.0,0
37.0,entrepreneur,tertiary,no,1467.0,yes,yes,349.0,1.0,999.0,0.0,0
45.0,admin.,secondary,no,0.0,yes,no,38.0,1.0,999.0,0.0,0
47.0,management,tertiary,no,109.0,yes,no,268.0,1.0,999.0,0.0,0
52.0,management,tertiary,no,-11.0,yes,no,94.0,4.0,999.0,0.0,0
33.0,services,secondary,no,90.0,yes,no,263.0,2.0,999.0,0.0,0
60.0,blue-collar,primary,no,493.0,no,no,671.0,4.0,999.0,0.0,1
33.0,management,secondary,no,1897.0,yes,yes,197.0,1.0,999.0,0.0,0
44.0,admin.,secondary,no,2403.0,yes,no,180.0,2.0,999.0,0.0,0
38.0,entrepreneur,secondary,no,868.0,no,no,452.0,2.0,999.0,0.0,0
54.0,entrepreneur,secondary,no,653.0,yes,no,352.0,1.0,999.0,0.0,0
32.0,unemployed,primary,no,0.0,no,no,175.0,4.0,999.0,0.0,0
33.0,technician,secondary,no,0.0,yes,yes,163.0,2.0,999.0,0.0,0
55.0,services,secondary,no,218.0,yes,no,200.0,2.0,999.0,0.0,0
51.0,blue-collar,primary,no,5050.0,no,yes,75.0,7.0,999.0,0.0,0
48.0,blue-collar,secondary,no,741.0,yes,no,227.0,1.0,999.0,0.0,0
37.0,services,secondary,no,1050.0,yes,no,586.0,3.0,999.0,0.0,0
33.0,services,secondary,no,-56.0,no,yes,119.0,5.0,999.0,0.0,0
30.0,blue-collar,primary,no,1.0,yes,yes,80.0,2.0,999.0,0.0,0
43.0,blue-collar,primary,no,-98.0,yes,yes,112.0,2.0,330.0,3.0,0
49.0,technician,secondary,no,4667.0,yes,no,130.0,2.0,999.0,0.0,0
54.0,unemployed,primary,no,541.0,yes,no,237.0,3.0,999.0,0.0,0
31.0,unemployed,tertiary,no,7744.0,no,no,377.0,8.0,999.0,0.0,0
54.0,,unknown,no,895.0,no,no,335.0,1.0,999.0,0.0,1
36.0,unemployed,secondary,no,-129.0,yes,no,121.0,3.0,999.0,0.0,0
30.0,admin.,secondary,no,0.0,no,no,127.0,5.0,999.0,0.0,0
27.0,technician,secondary,no,158.0,no,no,650.0,2.0,999.0,0.0,1
30.0,admin.,secondary,no,122.0,yes,no,107.0,1.0,999.0,0.0,0
30.0,blue-collar,secondary,no,673.0,yes,no,610.0,2.0,999.0,0.0,0
35.0,technician,secondary,no,0.0,no,no,124.0,4.0,999.0,0.0,0
33.0,services,secondary,no,411.0,yes,no,216.0,1.0,999.0,0.0,0
43.0,blue-collar,primary,no,-97.0,yes,yes,747.0,4.0,999.0,0.0,0
41.0,blue-collar,secondary,no,-217.0,yes,no,313.0,1.0,349.0,3.0,0
41.0,management,tertiary,no,5037.0,no,no,252.0,9.0,185.0,5.0,1
46.0,admin.,secondary,no,2232.0,no,no,121.0,1.0,999.0,0.0,1
54.0,blue-collar,secondary,no,-932.0,yes,no,799.0,1.0,999.0,0.0,0
32.0,management,tertiary,no,913.0,yes,no,883.0,1.0,674.0,4.0,0
30.0,technician,tertiary,no,236.0,yes,no,197.0,1.0,999.0,0.0,0
40.0,entrepreneur,primary,no,0.0,yes,no,271.0,2.0,999.0,0.0,0
30.0,blue-collar,primary,no,2581.0,no,no,221.0,2.0,999.0,0.0,0
27.0,admin.,secondary,no,639.0,no,yes,243.0,3.0,999.0,0.0,0
41.0,blue-collar,primary,no,849.0,yes,no,72.0,1.0,999.0,0.0,0
54.0,services,secondary,no,386.0,yes,no,155.0,2.0,999.0,0.0,0
32.0,management,tertiary,no,1218.0,yes,no,70.0,2.0,999.0,0.0,0
31.0,management,tertiary,no,2603.0,yes,no,280.0,4.0,999.0,0.0,1
42.0,blue-collar,secondary,no,-921.0,yes,no,115.0,2.0,999.0,0.0,0
48.0,admin.,primary,no,607.0,no,no,29.0,2.0,999.0,0.0,0
34.0,blue-collar,primary,no,79.0,yes,no,406.0,2.0,999.0,0.0,0
55.0,technician,secondary,no,61.0,yes,yes,113.0,3.0,999.0,0.0,0
49.0,technician,secondary,no,1091.0,no,no,47.0,2.0,999.0,0.0,0
46.0,management,tertiary,no,743.0,no,no,36.0,2.0,999.0,0.0,0
47.0,entrepreneur,unknown,no,209.0,yes,no,135.0,2.0,999.0,0.0,0
24.0,management,tertiary,no,172.0,no,no,67.0,2.0,999.0,0.0,0
58.0,entrepreneur,secondary,no,2.0,no,no,684.0,1.0,999.0,0.0,0
32.0,management,tertiary,no,41.0,no,no,686.0,5.0,999.0,0.0,1
25.0,student,secondary,no,1116.0,yes,no,170.0,3.0,,0.0,0
49.0,blue-collar,secondary,no,-55.0,no,no,150.0,3.0,999.0,0.0,0
59.0,retired,secondary,no,5845.0,no,no,1060.0,2.0,999.0,0.0,1
30.0,management,tertiary,no,329.0,yes,no,122.0,16.0,999.0,0.0,0
46.0,blue-collar,secondary,no,494.0,yes,no,724.0,1.0,999.0,0.0,0
42.0,management,unknown,no,1519.0,no,no,230.0,1.0,92.0,1.0,1
37.0,entrepreneur,tertiary,no,2685.0,no,no,187.0,2.0,999.0,0.0,0
44.0,blue-collar,primary,no,-14.0,yes,yes,179.0,4.0,999.0,0.0,0
49.0,services,secondary,no,5673.0,no,yes,357.0,3.0,999.0,0.0,0
41.0,blue-collar,secondary,no,1459.0,no,no,82.0,1.0,999.0,0.0,0
48.0,technician,tertiary,no,0.0,no,no,176.0,15.0,999.0,0.0,0
31.0,management,secondary,no,625.0,yes,no,424.0,1.0,138.0,1.0,0
37.0,student,unknown,no,0.0,no,no,115.0,1.0,999.0,0.0,0
51.0,services,secondary,no,867.0,yes,no,177.0,2.0,211.0,3.0,0
80.0,retired,secondary,no,8304.0,no,no,712.0,1.0,64.0,12.0,1
32.0,management,tertiary,no,151.0,yes,no,118.0,1.0,999.0,0.0,0
48.0,services,primary,yes,-583.0,yes,no,25.0,7.0,999.0,0.0,0
49.0,blue-collar,tertiary,no,1784.0,no,no,753.0,1.0,999.0,0.0,0
30.0,management,tertiary,no,3134.0,yes,no,124.0,1.0,999.0,0.0,0
27.0,self-employed,secondary,no,49.0,yes,no,208.0,2.0,999.0,0.0,0
34.0,technician,secondary,no,-346.0,no,no,136.0,4.0,999.0,0.0,0
49.0,management,secondary,no,1623.0,yes,no,1081.0,2.0,999.0,0.0,1
48.0,management,tertiary,no,60.0,no,no,376.0,2.0,339.0,7.0,0
40.0,services,secondary,no,17.0,no,no,78.0,1.0,999.0,0.0,0
38.0,blue-collar,secondary,no,2008.0,yes,no,354.0,1.0,999.0,0.0,0
46.0,blue-collar,primary,no,91.0,yes,no,29.0,1.0,356.0,2.0,0
41.0,entrepreneur,tertiary,no,171.0,yes,no,209.0,1.0,191.0,4.0,0
28.0,management,tertiary,no,1027.0,yes,no,433.0,1.0,999.0,0.0,0
51.0,services,unknown,no,5801.0,yes,no,147.0,2.0,999.0,0.0,0
33.0,blue-collar,primary,no,,yes,no,41.0,2.0,300.0,5.0,0
26.0,management,tertiary,no,205.0,no,no,111.0,1.0,999.0,0.0,0
34.0,admin.,secondary,no,852.0,no,no,108.0,2.0,999.0,0.0,0
27.0,blue-collar,secondary,yes,-584.0,yes,no,411.0,2.0,999.0,0.0,0
42.0,self-employed,secondary,no,97.0,no,no,108.0,2.0,999.0,0.0,0
45.0,admin.,secondary,no,204.0,yes,no,224.0,2.0,999.0,0.0,1
31.0,technician,secondary,no,628.0,yes,no,1083.0,2.0,999.0,0.0,0
32.0,management,tertiary,no,311.0,no,no,757.0,2.0,999.0,0.0,1
39.0,blue-collar,primary,no,1564.0,no,no,57.0,1.0,999.0,0.0,0
26.0,blue-collar,secondary,no,856.0,yes,yes,95.0,5.0,999.0,0.0,0
40.0,management,tertiary,no,1509.0,no,no,144.0,2.0,124.0,1.0,0
52.0,services,secondary,no,-888.0,no,no,135.0,1.0,999.0,0.0,0
40.0,technician,tertiary,no,226.0,no,no,176.0,2.0,999.0,0.0,0
48.0,technician,secondary,no,127.0,no,yes,524.0,5.0,999.0,0.0,0
31.0,services,secondary,no,413.0,yes,no,65.0,1.0,999.0,0.0,0
27.0,admin.,secondary,no,710.0,yes,yes,653.0,1.0,334.0,2.0,1
47.0,technician,secondary,no,1233.0,yes,no,91.0,1.0,100.0,2.0,1
28.0,management,secondary,no,171.0,no,no,93.0,1.0,999.0,0.0,1
40.0,management,tertiary,no,69.0,yes,no,503.0,2.0,280.0,2.0,0
34.0,admin.,secondary,no,1499.0,yes,no,186.0,1.0,327.0,2.0,0
29.0,self-employed,tertiary,no,751.0,yes,no,121.0,2.0,999.0,0.0,0
36.0,management,tertiary,no,61.0,no,yes,452.0,2.0,999.0,0.0,0
83.0,retired,primary,no,425.0,no,no,883.0,1.0,140.0,1.0,1
55.0,services,primary,no,2923.0,yes,no,104.0,2.0,999.0,0.0,0
43.0,management,tertiary,no,99.0,no,no,24.0,3.0,999.0,0.0,0
23.0,student,secondary,no,1021.0,no,no,79.0,9.0,999.0,0.0,0
44.0,technician,tertiary,no,1146.0,no,no,178.0,2.0,999.0,0.0,0
58.0,blue-collar,primary,no,781.0,yes,no,74.0,2.0,999.0,0.0,0
29.0,admin.,secondary,no,1448.0,no,no,217.0,1.0,184.0,7.0,0
30.0,management,tertiary,no,604.0,no,yes,475.0,1.0,999.0,0.0,0
29.0,admin.,secondary,no,-194.0,yes,no,127.0,1.0,999.0,0.0,0
41.0,technician,secondary,no,0.0,no,no,101.0,1.0,999.0,0.0,0
35.0,housemaid,primary,no,0.0,yes,no,340.0,3.0,999.0,0.0,0
31.0,technician,secondary,no,1014.0,yes,no,158.0,4.0,999.0,0.0,0
27.0,admin.,tertiary,no,73.0,no,no,242.0,1.0,999.0,0.0,0
47.0,services,secondary,no,2597.0,yes,no,323.0,1.0,999.0,0.0,0
53.0,self-employed,tertiary,no,2627.0,yes,yes,18.0,30.0,999.0,0.0,0
34.0,management,tertiary,no,1906.0,yes,no,68.0,3.0,999.0,0.0,0
34.0,blue-collar,primary,no,-319.0,yes,yes,134.0,4.0,999.0,0.0,0
36.0,management,tertiary,no,-296.0,yes,no,113.0,3.0,999.0,0.0,0
40.0,technician,secondary,no,169.0,yes,no,43.0,4.0,999.0,0.0,0
37.0,self-employed,tertiary,no,556.0,no,no,200.0,2.0,999.0,0.0,0
65.0,retired,unknown,no,300.0,no,no,245.0,2.0,999.0,0.0,0
53.0,technician,secondary,no,751.0,yes,no,343.0,4.0,999.0,0.0,0
28.0,technician,secondary,no,126.0,no,no,229.0,1.0,999.0,0.0,0
33.0,technician,tertiary,no,-386.0,yes,no,530.0,1.0,999.0,0.0,0
56.0,blue-collar,primary,no,379.0,no,no,58.0,5.0,999.0,0.0,0
45.0,self-employed,secondary,no,706.0,no,no,78.0,2.0,,1.0,0
39.0,technician,secondary,no,9121.0,no,no,147.0,1.0,999.0,0.0,0
28.0,management,tertiary,no,1466.0,yes,no,40.0,1.0,999.0,0.0,0
36.0,blue-collar,primary,no,0.0,yes,no,618.0,2.0,999.0,0.0,0
41.0,blue-collar,primary,no,951.0,yes,no,23.0,4.0,999.0,0.0,0
46.0,admin.,secondary,no,368.0,no,no,293.0,1.0,90.0,4.0,1
41.0,blue-collar,secondary,no,121.0,yes,no,16.0,6.0,176.0,5.0,0
59.0,services,secondary,no,204.0,no,no,286.0,2.0,999.0,0.0,0
24.0,admin.,secondary,no,299.0,yes,no,209.0,1.0,321.0,1.0,0
34.0,management,tertiary,no,4170.0,yes,no,935.0,1.0,999.0,0.0,0
40.0,blue-collar,primary,no,-335.0,yes,no,260.0,1.0,999.0,0.0,0
42.0,admin.,secondary,no,3165.0,yes,no,298.0,4.0,999.0,0.0,0
50.0,services,secondary,no,254.0,yes,no,397.0,2.0,337.0,1.0,0
25.0,management,tertiary,no,553.0,yes,no,113.0,4.0,479.0,1.0,0
51.0,services,secondary,no,518.0,yes,no,76.0,1.0,999.0,0.0,0
50.0,management,tertiary,no,85.0,no,yes,141.0,1.0,999.0,0.0,0
37.0,blue-collar,unknown,no,603.0,yes,no,773.0,2.0,999.0,0.0,0
21.0,services,secondary,no,361.0,no,no,329.0,1.0,95.0,1.0,0
52.0,blue-collar,secondary,no,-98.0,yes,no,423.0,1.0,999.0,0.0,0
55.0,retired,primary,no,4424.0,no,no,67.0,4.0,999.0,0.0,0
26.0,technician,secondary,no,2610.0,yes,yes,626.0,1.0,999.0,0.0,0
38.0,technician,tertiary,no,3234.0,no,no,578.0,2.0,999.0,0.0,1
32.0,blue-collar,secondary,no,687.0,yes,no,61.0,1.0,999.0,0.0,0
31.0,blue-collar,secondary,no,631.0,yes,no,248.0,4.0,999.0,0.0,0
34.0,technician,secondary,no,341.0,no,yes,136.0,1.0,262.0,3.0,0
33.0,technician,tertiary,no,316.0,no,no,126.0,3.0,999.0,0.0,0
35.0,technician,secondary,no,2.0,no,no,653.0,3.0,999.0,0.0,0
44.0,management,unknown,no,415.0,yes,no,7.0,7.0,999.0,0.0,0
48.0,management,tertiary,no,507.0,yes,no,528.0,1.0,999.0,0.0,0
29.0,blue-collar,secondary,no,912.0,yes,no,785.0,1.0,999.0,0.0,0
50.0,management,tertiary,no,0.0,no,no,243.0,5.0,999.0,0.0,0
37.0,blue-collar,primary,no,37.0,yes,no,24.0,2.0,362.0,1.0,0
44.0,admin.,secondary,no,2524.0,no,no,82.0,1.0,999.0,0.0,0
36.0,unemployed,tertiary,no,9019.0,yes,no,952.0,3.0,999.0,0.0,0
49.0,blue-collar,unknown,no,39.0,yes,no,27.0,5.0,999.0,0.0,0
31.0,blue-collar,secondary,no,0.0,yes,no,143.0,1.0,999.0,0.0,0
49.0,technician,secondary,no,265.0,yes,no,274.0,6.0,999.0,0.0,0
35.0,blue-collar,secondary,no,0.0,yes,no,1174.0,1.0,345.0,4.0,1
57.0,admin.,unknown,no,,no,no,915.0,1.0,999.0,0.0,0
42.0,blue-collar,primary,no,1520.0,yes,no,115.0,1.0,999.0,0.0,0
36.0,blue-collar,secondary,no,-140.0,yes,no,222.0,2.0,999.0,0.0,0
75.0,retired,primary,no,852.0,no,no,341.0,1.0,999.0,0.0,0
38.0,blue-collar,secondary,no,578.0,yes,no,112.0,2.0,999.0,0.0,0
40.0,blue-collar,primary,yes,0.0,yes,no,64.0,2.0,999.0,0.0,0
38.0,services,secondary,no,2253.0,yes,no,937.0,3.0,999.0,0.0,1
34.0,management,tertiary,no,1171.0,yes,no,129.0,1.0,999.0,0.0,0
29.0,technician,tertiary,no,452.0,yes,no,59.0,1.0,999.0,0.0,0
28.0,admin.,secondary,no,-97.0,yes,no,79.0,1.0,225.0,2.0,0
79.0,retired,secondary,no,4738.0,no,no,151.0,5.0,999.0,0.0,0
51.0,admin.,secondary,no,467.0,yes,no,83.0,1.0,999.0,0.0,0
32.0,student,tertiary,no,0.0,no,no,101.0,5.0,3.0,6.0,0
36.0,management,tertiary,no,495.0,no,no,157.0,3.0,97.0,2.0,1
38.0,entrepreneur,secondary,no,157.0,no,yes,57.0,11.0,366.0,1.0,0
49.0,self-employed,secondary,no,358.0,yes,yes,176.0,3.0,999.0,0.0,0
42.0,services,secondary,no,292.0,yes,no,222.0,3.0,999.0,0.0,0
43.0,blue-collar,primary,no,7343.0,yes,no,217.0,4.0,999.0,0.0,0
34.0,blue-collar,secondary,no,-563.0,yes,no,252.0,1.0,999.0,0.0,0
59.0,retired,secondary,no,351.0,yes,no,1063.0,5.0,999.0,0.0,1
35.0,,primary,no,365.0,no,no,41.0,2.0,999.0,0.0,0
33.0,blue-collar,secondary,no,13494.0,yes,no,27.0,25.0,999.0,0.0,0
34.0,admin.,secondary,no,846.0,yes,no,758.0,2.0,999.0,0.0,0
64.0,retired,secondary,no,1574.0,no,no,301.0,3.0,999.0,0.0,1
34.0,entrepreneur,tertiary,no,-28.0,yes,no,574.0,1.0,999.0,0.0,0
77.0,retired,tertiary,no,0.0,no,no,847.0,1.0,60.0,1.0,1
57.0,retired,primary,no,2927.0,no,yes,78.0,5.0,999.0,0.0,0
30.0,blue-collar,secondary,no,501.0,yes,yes,514.0,1.0,999.0,0.0,0
56.0,housemaid,primary,yes,1238.0,no,no,1558.0,1.0,999.0,0.0,1
49.0,,unknown,no,301.0,no,no,789.0,2.0,999.0,0.0,0
73.0,retired,primary,no,1388.0,no,no,146.0,3.0,190.0,3.0,0
39.0,technician,secondary,no,102.0,yes,no,272.0,2.0,999.0,0.0,0
57.0,technician,primary,no,13.0,yes,no,323.0,2.0,368.0,2.0,0
32.0,self-employed,secondary,no,413.0,yes,no,712.0,2.0,999.0,0.0,0
32.0,technician,tertiary,no,4665.0,yes,no,860.0,2.0,999.0,0.0,1
45.0,admin.,secondary,no,638.0,yes,no,75.0,9.0,999.0,0.0,0
32.0,blue-collar,secondary,no,101.0,yes,no,191.0,4.0,999.0,0.0,0
31.0,management,tertiary,no,1224.0,yes,yes,1441.0,2.0,999.0,0.0,1
49.0,self-employed,secondary,no,1103.0,no,no,428.0,2.0,999.0,0.0,0
29.0,services,secondary,no,3748.0,no,no,322.0,3.0,999.0,0.0,0
55.0,technician,secondary,no,955.0,yes,no,104.0,1.0,999.0,0.0,0
30.0,admin.,secondary,no,518.0,yes,no,127.0,1.0,999.0,0.0,0
45.0,services,primary,no,1893.0,yes,no,1259.0,6.0,999.0,0.0,1
39.0,technician,tertiary,no,14.0,no,no,114.0,2.0,999.0,0.0,0
36.0,admin.,secondary,no,-423.0,yes,yes,106.0,1.0,999.0,0.0,0
33.0,management,tertiary,no,3696.0,no,no,305.0,1.0,182.0,3.0,0
36.0,management,tertiary,no,2987.0,yes,no,307.0,1.0,999.0,0.0,1
31.0,technician,secondary,no,433.0,no,no,1504.0,2.0,999.0,0.0,0
36.0,technician,unknown,no,756.0,no,no,396.0,3.0,999.0,0.0,0
38.0,technician,tertiary,no,0.0,yes,no,71.0,1.0,999.0,0.0,0
33.0,,secondary,no,2727.0,no,no,205.0,3.0,999.0,0.0,0
40.0,technician,secondary,no,93.0,yes,no,134.0,2.0,999.0,0.0,0
31.0,blue-collar,secondary,no,1766.0,no,yes,166.0,2.0,999.0,0.0,1
39.0,services,secondary,no,124.0,yes,no,81.0,5.0,999.0,0.0,0
33.0,admin.,tertiary,no,69.0,no,yes,77.0,2.0,999.0,0.0,0
53.0,services,secondary,no,0.0,no,no,80.0,2.0,999.0,0.0,1
38.0,management,tertiary,no,0.0,yes,no,537.0,5.0,303.0,2.0,0
59.0,technician,secondary,no,259.0,no,no,415.0,1.0,89.0,1.0,1
55.0,blue-collar,primary,no,4103.0,no,no,291.0,1.0,999.0,0.0,0
38.0,technician,tertiary,no,744.0,yes,no,283.0,1.0,288.0,12.0,0
48.0,services,secondary,no,116.0,yes,no,70.0,4.0,999.0,0.0,0
53.0,blue-collar,secondary,no,70.0,yes,no,611.0,2.0,999.0,0.0,0
44.0,admin.,secondary,no,,no,no,132.0,3.0,999.0,0.0,0
57.0,management,tertiary,no,1172.0,no,no,26.0,1.0,999.0,0.0,0
29.0,blue-collar,secondary,no,9.0,yes,no,262.0,3.0,999.0,0.0,0
31.0,services,secondary,no,428.0,yes,no,272.0,1.0,999.0,0.0,0
35.0,technician,tertiary,no,7546.0,yes,no,137.0,1.0,122.0,3.0,0
31.0,blue-collar,primary,no,620.0,no,no,95.0,1.0,999.0,0.0,0
35.0,self-employed,tertiary,no,8647.0,no,no,140.0,2.0,999.0,0.0,0
40.0,management,secondary,no,192.0,yes,no,71.0,11.0,999.0,0.0,0
39.0,blue-collar,secondary,no,0.0,yes,no,502.0,1.0,7.0,2.0,0
43.0,technician,tertiary,no,27733.0,yes,no,164.0,7.0,999.0,0.0,0
44.0,entrepreneur,primary,no,276.0,yes,yes,219.0,1.0,999.0,0.0,0
29.0,technician,secondary,no,113.0,no,no,328.0,2.0,183.0,4.0,1
40.0,technician,secondary,no,782.0,yes,no,224.0,2.0,999.0,0.0,0
33.0,entrepreneur,primary,no,82.0,yes,no,63.0,2.0,999.0,0.0,0
46.0,management,tertiary,no,1008.0,no,no,24.0,13.0,999.0,0.0,0
27.0,,tertiary,no,6421.0,no,no,147.0,4.0,999.0,0.0,0
26.0,admin.,secondary,no,443.0,no,no,84.0,3.0,999.0,0.0,0
41.0,technician,secondary,no,351.0,yes,no,175.0,1.0,999.0,0.0,0
34.0,technician,tertiary,no,5060.0,yes,no,12.0,21.0,999.0,0.0,0
39.0,technician,tertiary,no,-41.0,no,yes,40.0,15.0,999.0,0.0,0
27.0,services,secondary,no,-124.0,no,no,217.0,1.0,999.0,0.0,0
31.0,blue-collar,secondary,no,79.0,yes,yes,235.0,11.0,999.0,0.0,0
44.0,unemployed,secondary,no,3945.0,no,no,255.0,1.0,999.0,0.0,0
55.0,retired,tertiary,no,197.0,no,yes,256.0,1.0,999.0,0.0,0
51.0,blue-collar,primary,no,837.0,no,no,41.0,2.0,999.0,0.0,0
50.0,management,tertiary,no,-94.0,no,yes,75.0,1.0,999.0,0.0,0
30.0,services,secondary,no,1743.0,yes,no,192.0,4.0,999.0,0.0,0
46.0,technician,secondary,no,57.0,no,no,796.0,1.0,999.0,0.0,1
49.0,admin.,secondary,no,635.0,no,no,220.0,3.0,999.0,0.0,0
56.0,retired,secondary,no,-113.0,yes,yes,614.0,2.0,999.0,0.0,0
47.0,admin.,secondary,no,225.0,no,no,1126.0,4.0,999.0,0.0,1
30.0,admin.,secondary,no,124.0,no,no,161.0,2.0,999.0,0.0,0
36.0,entrepreneur,secondary,no,475.0,no,no,141.0,3.0,999.0,0.0,0
40.0,management,tertiary,no,-7.0,no,yes,697.0,1.0,999.0,0.0,0
37.0,technician,secondary,yes,375.0,no,no,223.0,2.0,999.0,0.0,0
42.0,admin.,secondary,no,936.0,no,no,931.0,1.0,999.0,0.0,1
45.0,technician,secondary,no,1415.0,yes,no,483.0,1.0,116.0,1.0,0
34.0,unemployed,secondary,no,0.0,no,no,63.0,2.0,999.0,0.0,0
27.0,admin.,secondary,no,3638.0,no,no,271.0,5.0,999.0,0.0,0
30.0,blue-collar,secondary,no,-99.0,yes,no,144.0,5.0,999.0,0.0,0
32.0,technician,secondary,no,167.0,yes,yes,79.0,3.0,999.0,0.0,0
46.0,housemaid,primary,no,19.0,yes,no,171.0,1.0,999.0,0.0,0
29.0,self-employed,tertiary,no,242.0,yes,no,73.0,4.0,999.0,0.0,0
53.0,,unknown,no,13.0,no,no,69.0,1.0,999.0,0.0,0
32.0,technician,secondary,no,286.0,no,no,60.0,1.0,343.0,4.0,0
49.0,unemployed,secondary,no,769.0,yes,no,257.0,1.0,999.0,0.0,0
35.0,management,tertiary,no,93.0,no,no,198.0,2.0,88.0,1.0,0
38.0,blue-collar,secondary,no,1663.0,yes,no,217.0,3.0,327.0,1.0,0
39.0,entrepreneur,primary,no,238.0,yes,yes,134.0,1.0,999.0,0.0,0
34.0,technician,secondary,no,2178.0,yes,no,41.0,1.0,999.0,0.0,0
42.0,blue-collar,primary,no,792.0,yes,yes,611.0,2.0,175.0,12.0,0
35.0,blue-collar,unknown,no,871.0,yes,no,216.0,3.0,999.0,0.0,0
60.0,admin.,secondary,no,1025.0,no,no,388.0,8.0,999.0,0.0,0
57.0,technician,secondary,no,63.0,yes,no,242.0,1.0,999.0,0.0,0
31.0,blue-collar,secondary,no,16.0,no,no,387.0,1.0,999.0,0.0,0
29.0,management,secondary,no,417.0,no,no,90.0,1.0,999.0,0.0,0
41.0,services,secondary,no,3992.0,yes,no,281.0,2.0,999.0,0.0,0
46.0,blue-collar,primary,no,2749.0,yes,no,332.0,1.0,999.0,0.0,0
33.0,technician,secondary,no,133.0,no,no,218.0,1.0,999.0,0.0,1
32.0,blue-collar,secondary,no,1721.0,yes,no,650.0,2.0,999.0,0.0,0
54.0,management,tertiary,no,2171.0,yes,yes,1034.0,1.0,999.0,0.0,1
37.0,services,secondary,no,4760.0,yes,no,182.0,2.0,169.0,2.0,0
32.0,technician,secondary,no,2979.0,no,no,156.0,1.0,999.0,0.0,0
43.0,management,tertiary,no,690.0,yes,no,171.0,3.0,999.0,0.0,0
50.0,blue-collar,secondary,no,203.0,yes,no,265.0,1.0,127.0,4.0,0
34.0,blue-collar,secondary,no,322.0,yes,no,10.0,3.0,999.0,0.0,0
31.0,admin.,secondary,no,1210.0,no,no,350.0,1.0,999.0,0.0,0
43.0,self-employed,secondary,no,634.0,yes,no,65.0,1.0,131.0,1.0,0
49.0,entrepreneur,secondary,no,273.0,no,no,58.0,1.0,999.0,0.0,0
22.0,student,unknown,no,47.0,no,no,69.0,3.0,999.0,0.0,0
35.0,management,tertiary,no,1100.0,no,yes,127.0,2.0,999.0,0.0,0
56.0,admin.,secondary,no,0.0,yes,no,154.0,2.0,999.0,0.0,0
